run,max_size,greedy_overlap_min,greedy_overlap_max,beam_overlap_min,beam_overlap_max,runtime_brute,runtime_greedy,runtime_beam
33,11,1.0,1.0,1.0,1.0,5.3e-05,0.002392,0.002458
33,11,1.0,1.0,1.0,1.0,3.3e-05,0.002367,0.002449
33,11,1.0,1.0,1.0,1.0,3.1e-05,0.002368,0.002432
34,5,0.4,0.6,0.4,0.6,0.008812,0.001544,0.001637
34,5,0.6,1.0,0.6,1.0,0.009453,0.001664,0.001734
34,5,0.8,0.8,0.8,0.8,0.009423,0.001651,0.001694
34,6,0.67,1.0,0.67,1.0,0.009991,0.001866,0.00193
34,6,1.0,0.67,1.0,0.67,0.009883,0.001857,0.001917
34,6,0.83,0.67,0.83,0.67,0.009835,0.001854,0.00198
34,7,0.71,1.0,0.71,1.0,0.007056,0.00195,0.002006
34,7,0.71,0.86,0.71,0.86,0.007011,0.001942,0.001994
34,7,0.86,0.86,0.86,0.86,0.006992,0.00193,0.001987
34,11,1.0,1.0,1.0,1.0,7.7e-05,0.002571,0.002696
34,11,1.0,1.0,1.0,1.0,4.7e-05,0.002586,0.002801
34,11,1.0,1.0,1.0,1.0,4.5e-05,0.002631,0.002673
35,5,1.0,1.0,1.0,1.0,0.008707,0.001509,0.001601
35,5,0.6,0.2,0.6,0.2,0.008699,0.001512,0.001565
35,5,0.8,1.0,0.8,1.0,0.008681,0.001504,0.001555
35,6,0.83,0.83,0.83,0.83,0.009313,0.00175,0.001795
35,6,0.5,0.5,0.5,0.5,0.009271,0.001732,0.001781
35,6,0.83,0.83,0.83,0.83,0.009292,0.001748,0.001801
35,7,0.57,1.0,0.57,1.0,0.00704,0.001947,0.002008
35,7,0.86,0.71,0.86,0.71,0.007036,0.001944,0.002003
35,7,1.0,0.71,1.0,0.71,0.007009,0.001933,0.001993
35,11,1.0,1.0,1.0,1.0,5.7e-05,0.002389,0.002455
35,11,1.0,1.0,1.0,1.0,3.3e-05,0.002366,0.002473
35,11,1.0,1.0,1.0,1.0,3.1e-05,0.002376,0.00247
36,5,0.8,0.8,0.8,0.8,0.008879,0.001533,0.001568
36,5,0.6,0.6,0.6,0.6,0.00868,0.001506,0.001559
36,5,0.4,1.0,0.4,1.0,0.008682,0.001501,0.001552
36,6,0.83,0.67,0.83,0.67,0.009289,0.001768,0.001799
36,6,1.0,1.0,1.0,1.0,0.009235,0.001743,0.001796
36,6,0.83,0.67,0.83,0.67,0.009342,0.001749,0.001796
36,7,0.71,0.86,0.71,0.86,0.007024,0.001944,0.001999
36,7,0.86,0.86,0.86,0.86,0.006983,0.001936,0.002003
36,7,0.86,0.71,0.86,0.71,0.007003,0.001926,0.001978
36,11,1.0,1.0,1.0,1.0,5.5e-05,0.002397,0.00246
36,11,1.0,1.0,1.0,1.0,3.4e-05,0.002368,0.002442
36,11,1.0,1.0,1.0,1.0,3.1e-05,0.002363,0.002433
37,5,0.4,0.8,0.4,0.8,0.008703,0.001513,0.00156
37,5,0.4,0.4,0.4,0.4,0.008674,0.001511,0.001556
37,5,0.6,0.6,0.6,0.6,0.008694,0.001524,0.001565
37,6,1.0,0.67,1.0,0.67,0.009312,0.00175,0.001803
37,6,1.0,1.0,1.0,1.0,0.009268,0.001778,0.001792
37,6,0.5,1.0,0.5,1.0,0.009312,0.001739,0.001788
37,7,0.86,0.57,0.86,0.57,0.007261,0.001994,0.002032
37,7,1.0,0.86,1.0,0.86,0.007136,0.002013,0.002066
37,7,0.71,0.71,0.71,0.71,0.007134,0.001944,0.00202
37,11,1.0,1.0,1.0,1.0,6e-05,0.002476,0.002543
37,11,1.0,1.0,1.0,1.0,3.5e-05,0.002427,0.002603
37,11,1.0,1.0,1.0,1.0,3.6e-05,0.002514,0.002533
38,5,0.8,1.0,0.8,1.0,0.008833,0.001538,0.00157
38,5,0.4,1.0,0.4,1.0,0.008941,0.001595,0.00166
38,5,1.0,1.0,1.0,1.0,0.009426,0.001637,0.001691
38,6,1.0,0.83,1.0,0.83,0.009503,0.001848,0.001843
38,6,1.0,1.0,1.0,1.0,0.00967,0.001809,0.001871
38,6,0.67,0.83,0.67,0.83,0.009308,0.001731,0.001785
38,7,0.71,0.86,0.71,0.86,0.007338,0.002106,0.002115
38,7,0.71,0.86,0.71,0.86,0.007379,0.002065,0.002116
38,7,0.86,0.86,0.86,0.86,0.007094,0.001958,0.001996
38,11,1.0,1.0,1.0,1.0,6e-05,0.002406,0.002502
38,11,1.0,1.0,1.0,1.0,3.8e-05,0.0024,0.002467
38,11,1.0,1.0,1.0,1.0,3.2e-05,0.002382,0.002462
39,5,0.6,1.0,0.6,1.0,0.008807,0.001588,0.001605
39,5,0.4,1.0,0.4,1.0,0.008705,0.001511,0.001578
39,5,0.8,0.8,0.8,0.8,0.0087,0.001514,0.001583
39,6,0.67,0.67,0.67,0.67,0.009338,0.001751,0.00181
39,6,0.67,0.33,0.67,0.33,0.009316,0.001748,0.001796
39,6,0.83,0.83,0.83,0.83,0.009294,0.001743,0.00179
39,7,1.0,0.86,1.0,0.86,0.007092,0.001948,0.002018
39,7,1.0,0.86,1.0,0.86,0.007155,0.001966,0.002014
39,7,0.71,0.86,0.71,0.86,0.007111,0.001979,0.002045
39,11,1.0,1.0,1.0,1.0,5.9e-05,0.002454,0.002462
39,11,1.0,1.0,1.0,1.0,3.5e-05,0.00248,0.002497
39,11,1.0,1.0,1.0,1.0,3.3e-05,0.002401,0.002484
40,5,0.6,0.8,0.6,0.8,0.008793,0.001708,0.001726
40,5,0.6,0.8,0.6,0.8,0.008807,0.001532,0.001575
40,5,0.8,1.0,0.8,1.0,0.008762,0.001534,0.001587
40,6,1.0,0.67,1.0,0.67,0.009508,0.00183,0.001893
40,6,0.67,0.5,0.67,0.5,0.00972,0.001877,0.001897
40,6,0.83,0.5,0.83,0.5,0.009817,0.001848,0.002127
40,7,0.86,1.0,0.86,1.0,0.007124,0.001948,0.002002
40,7,1.0,0.86,1.0,0.86,0.007034,0.001947,0.001995
40,7,0.71,0.86,0.71,0.86,0.007061,0.001997,0.002044
40,11,1.0,1.0,1.0,1.0,6.1e-05,0.002444,0.002466
40,11,1.0,1.0,1.0,1.0,3.4e-05,0.002437,0.00262
40,11,1.0,1.0,1.0,1.0,3.7e-05,0.002584,0.002629
41,5,1.0,1.0,1.0,1.0,0.011775,0.001649,0.001637
41,5,0.8,0.8,0.8,0.8,0.008965,0.001565,0.001631
41,5,0.8,0.6,0.8,0.6,0.008767,0.001551,0.00158
41,6,1.0,1.0,1.0,1.0,0.009322,0.001736,0.001784
41,6,1.0,1.0,1.0,1.0,0.009314,0.001832,0.00183
41,6,1.0,0.67,1.0,0.67,0.009542,0.001747,0.001808
41,7,1.0,0.86,1.0,0.86,0.007299,0.002069,0.002075
41,7,0.71,0.71,0.71,0.71,0.007274,0.002013,0.002078
41,7,1.0,0.57,1.0,0.57,0.007767,0.001967,0.00202
41,11,1.0,1.0,1.0,1.0,5.5e-05,0.002409,0.002482
41,11,1.0,1.0,1.0,1.0,3.2e-05,0.002521,0.002576
41,11,1.0,1.0,1.0,1.0,4.2e-05,0.00251,0.002577
42,5,0.6,0.8,0.6,0.8,0.008765,0.001532,0.001615
42,5,0.4,0.8,0.4,0.8,0.008705,0.00154,0.001591
42,5,0.4,0.6,0.4,0.6,0.008732,0.001508,0.001548
42,6,0.83,0.67,0.83,0.67,0.009265,0.001727,0.001799
42,6,0.67,0.67,0.67,0.67,0.009384,0.001772,0.001788
42,6,0.67,0.83,0.67,0.83,0.009245,0.001848,0.001918
42,7,0.86,0.71,0.86,0.71,0.007073,0.001952,0.002003
42,7,1.0,0.57,1.0,0.57,0.007001,0.001942,0.001997
42,7,0.71,1.0,0.71,1.0,0.007022,0.001932,0.001987
42,11,1.0,1.0,1.0,1.0,5.6e-05,0.00239,0.002462
42,11,1.0,1.0,1.0,1.0,3.3e-05,0.002397,0.002456
42,11,1.0,1.0,1.0,1.0,3.1e-05,0.002385,0.002459
43,5,0.8,0.8,0.8,0.8,0.009217,0.001563,0.001596
43,5,1.0,0.6,1.0,0.6,0.008728,0.001513,0.001579
43,5,0.8,1.0,0.8,1.0,0.008717,0.001507,0.001586
43,6,0.67,1.0,0.67,1.0,0.009346,0.001736,0.001797
43,6,0.67,0.83,0.67,0.83,0.009271,0.001739,0.001803
43,6,0.67,0.67,0.67,0.67,0.009325,0.001743,0.001798
43,7,0.71,1.0,0.71,1.0,0.00713,0.001948,0.002006
43,7,0.86,1.0,0.86,1.0,0.007008,0.001933,0.001998
43,7,0.43,0.71,0.43,0.71,0.007009,0.00196,0.001993
43,11,1.0,1.0,1.0,1.0,5.4e-05,0.002396,0.002459
43,11,1.0,1.0,1.0,1.0,3.3e-05,0.002382,0.002452
43,11,1.0,1.0,1.0,1.0,3.1e-05,0.002372,0.002458
44,5,1.0,0.4,1.0,0.4,0.009302,0.001595,0.001626
44,5,0.6,0.8,0.6,0.8,0.008799,0.001525,0.001591
44,5,0.8,0.8,0.8,0.8,0.008887,0.00154,0.001586
44,6,1.0,1.0,1.0,1.0,0.00945,0.001772,0.001826
44,6,1.0,0.17,1.0,0.17,0.00939,0.00176,0.001812
44,6,1.0,0.83,1.0,0.83,0.009391,0.001748,0.001794
44,7,0.71,0.71,0.71,0.71,0.007208,0.002051,0.00215
44,7,0.71,0.86,0.71,0.86,0.007264,0.00199,0.00204
44,7,0.86,0.71,0.86,0.71,0.007136,0.001936,0.001999
44,11,1.0,1.0,1.0,1.0,5.6e-05,0.002413,0.002481
44,11,1.0,1.0,1.0,1.0,3.3e-05,0.002383,0.002465
44,11,1.0,1.0,1.0,1.0,3.1e-05,0.002388,0.002463
45,5,0.4,1.0,0.4,1.0,0.008677,0.001514,0.001565
45,5,1.0,0.4,1.0,0.4,0.008661,0.001499,0.001577
45,5,0.8,0.4,0.8,0.4,0.008818,0.001503,0.001553
45,6,0.83,0.83,0.83,0.83,0.009479,0.001759,0.001827
45,6,0.83,0.83,0.83,0.83,0.009465,0.001754,0.00181
45,6,1.0,0.5,1.0,0.5,0.009406,0.001736,0.00179
45,7,0.71,0.71,0.71,0.71,0.007038,0.001934,0.001996
45,7,0.86,0.71,0.86,0.71,0.006999,0.001944,0.002008
45,7,0.86,0.86,0.86,0.86,0.007008,0.001931,0.001988
45,11,1.0,1.0,1.0,1.0,5.4e-05,0.002404,0.002465
45,11,1.0,1.0,1.0,1.0,3.3e-05,0.002375,0.002447
45,11,1.0,1.0,1.0,1.0,3.1e-05,0.002353,0.002425
46,5,0.2,0.4,0.2,0.4,0.008712,0.001526,0.001589
46,5,0.6,0.4,0.6,0.4,0.00875,0.001519,0.001566
46,5,0.2,0.4,0.2,0.4,0.008798,0.001541,0.001591
46,6,1.0,0.83,1.0,0.83,0.009305,0.001746,0.001801
46,6,0.67,0.67,0.67,0.67,0.009277,0.001723,0.001798
46,6,1.0,1.0,1.0,1.0,0.009649,0.001837,0.001898
46,7,0.86,0.86,0.86,0.86,0.007053,0.001973,0.002015
46,7,1.0,0.86,1.0,0.86,0.007003,0.001939,0.001992
46,7,0.71,0.71,0.71,0.71,0.007012,0.001924,0.001979
46,11,1.0,1.0,1.0,1.0,5.4e-05,0.003364,0.002489
46,11,1.0,1.0,1.0,1.0,3.4e-05,0.002447,0.002614
46,11,1.0,1.0,1.0,1.0,3.5e-05,0.002454,0.002475
47,5,0.8,0.4,0.8,0.4,0.008658,0.001505,0.001553
47,5,0.8,0.8,0.8,0.8,0.008608,0.001491,0.001541
47,5,0.4,0.8,0.4,0.8,0.00859,0.001488,0.001536
47,6,0.67,0.83,0.67,0.83,0.009301,0.001748,0.001797
47,6,0.33,0.67,0.33,0.67,0.009245,0.001734,0.001791
47,6,0.83,0.67,0.83,0.67,0.009245,0.001732,0.001785
47,7,0.86,0.86,0.86,0.86,0.007045,0.001954,0.00201
47,7,0.86,0.86,0.86,0.86,0.007054,0.001958,0.001991
47,7,0.71,1.0,0.71,1.0,0.007058,0.001957,0.001993
47,11,1.0,1.0,1.0,1.0,5.5e-05,0.002388,0.002449
47,11,1.0,1.0,1.0,1.0,3.2e-05,0.002374,0.00245
47,11,1.0,1.0,1.0,1.0,3.1e-05,0.002378,0.002447
48,5,0.8,0.6,0.8,0.6,0.008762,0.001518,0.001562
48,5,0.8,0.6,0.8,0.6,0.008698,0.001515,0.001561
48,5,1.0,0.6,1.0,0.6,0.008685,0.001495,0.001547
48,6,1.0,0.67,1.0,0.67,0.009293,0.00176,0.001792
48,6,0.67,0.83,0.67,0.83,0.009264,0.001749,0.001798
48,6,0.67,1.0,0.67,1.0,0.009236,0.001728,0.00178
48,7,1.0,0.86,1.0,0.86,0.007136,0.001963,0.002016
48,7,0.57,0.57,0.57,0.57,0.007069,0.001951,0.002013
48,7,1.0,1.0,1.0,1.0,0.007081,0.001962,0.002008
48,11,1.0,1.0,1.0,1.0,5.8e-05,0.002385,0.002445
48,11,1.0,1.0,1.0,1.0,3.3e-05,0.002366,0.002443
48,11,1.0,1.0,1.0,1.0,3.1e-05,0.002363,0.002431
49,5,0.8,0.8,0.8,0.8,0.008716,0.001522,0.001568
49,5,0.6,0.6,0.6,0.6,0.008664,0.001505,0.001553
49,5,1.0,1.0,1.0,1.0,0.008691,0.001508,0.001557
49,6,0.83,0.67,0.83,0.67,0.0093,0.00173,0.001786
49,6,0.67,1.0,0.67,1.0,0.00927,0.001736,0.001787
49,6,1.0,0.5,1.0,0.5,0.009392,0.001797,0.001831
49,7,0.71,0.86,0.71,0.86,0.00709,0.001944,0.001996
49,7,1.0,1.0,1.0,1.0,0.006999,0.001917,0.001974
49,7,1.0,0.71,1.0,0.71,0.006981,0.001936,0.001993
49,11,1.0,1.0,1.0,1.0,5.3e-05,0.002405,0.002465
49,11,1.0,1.0,1.0,1.0,3.2e-05,0.002372,0.002462
49,11,1.0,1.0,1.0,1.0,3.1e-05,0.002391,0.002455
50,5,0.6,0.2,0.6,0.2,0.008787,0.001522,0.001567
50,5,0.6,0.6,0.6,0.6,0.008667,0.001506,0.001554
50,5,1.0,1.0,1.0,1.0,0.008642,0.001499,0.001548
50,6,0.83,0.83,0.83,0.83,0.009275,0.001748,0.0018
50,6,0.67,1.0,0.67,1.0,0.009249,0.001753,0.001805
50,6,0.83,1.0,0.83,1.0,0.009233,0.001772,0.001839
50,7,0.86,0.86,0.86,0.86,0.007055,0.001967,0.002017
50,7,0.71,0.71,0.71,0.71,0.007057,0.001937,0.002011
50,7,0.86,0.86,0.86,0.86,0.007058,0.001944,0.001988
50,11,1.0,1.0,1.0,1.0,5.4e-05,0.002408,0.002455
50,11,1.0,1.0,1.0,1.0,3.3e-05,0.002376,0.002447
50,11,1.0,1.0,1.0,1.0,3.1e-05,0.002355,0.002426
51,5,0.4,0.8,0.4,0.8,0.008707,0.001535,0.001562
51,5,0.6,0.8,0.6,0.8,0.008668,0.001528,0.001559
51,5,0.2,0.4,0.2,0.4,0.00866,0.001519,0.001551
51,6,0.67,0.67,0.67,0.67,0.009822,0.001861,0.002919
51,6,0.5,1.0,0.5,1.0,0.011418,0.001811,0.001907
51,6,1.0,0.83,1.0,0.83,0.009913,0.001838,0.001893
51,7,1.0,0.86,1.0,0.86,0.007237,0.001989,0.002031
51,7,0.86,1.0,0.86,1.0,0.007171,0.001981,0.002044
51,7,0.86,0.71,0.86,0.71,0.007147,0.001947,0.001989
51,11,1.0,1.0,1.0,1.0,5.6e-05,0.00335,0.002483
51,11,1.0,1.0,1.0,1.0,3.3e-05,0.002425,0.002467
51,11,1.0,1.0,1.0,1.0,3.1e-05,0.002373,0.002439
52,5,0.8,1.0,0.8,1.0,0.008785,0.001534,0.001577
52,5,1.0,1.0,1.0,1.0,0.00873,0.001524,0.001572
52,5,0.8,0.6,0.8,0.6,0.00871,0.001521,0.001574
52,6,0.5,0.5,0.5,0.5,0.009348,0.001764,0.001817
52,6,0.33,0.33,0.33,0.33,0.009325,0.001748,0.001802
52,6,0.5,0.67,0.5,0.67,0.009372,0.001766,0.001818
52,7,1.0,0.71,1.0,0.71,0.007091,0.001956,0.00201
52,7,0.86,0.86,0.86,0.86,0.007149,0.001999,0.002017
52,7,0.71,0.71,0.71,0.71,0.007168,0.002,0.002059
52,11,1.0,1.0,1.0,1.0,5.4e-05,0.002408,0.002486
52,11,1.0,1.0,1.0,1.0,3.6e-05,0.002381,0.002452
52,11,1.0,1.0,1.0,1.0,3.1e-05,0.002382,0.002457
53,5,1.0,1.0,1.0,1.0,0.008885,0.001532,0.001579
53,5,0.6,0.4,0.6,0.4,0.008807,0.001533,0.001579
53,5,0.6,0.8,0.6,0.8,0.008744,0.001519,0.001568
53,6,0.5,0.5,0.5,0.5,0.009374,0.00175,0.001827
53,6,1.0,0.67,1.0,0.67,0.009333,0.001775,0.001856
53,6,0.5,1.0,0.5,1.0,0.009416,0.001747,0.001804
53,7,0.43,0.71,0.43,0.71,0.007108,0.001953,0.002005
53,7,1.0,0.86,1.0,0.86,0.007063,0.001933,0.002003
53,7,1.0,0.86,1.0,0.86,0.007052,0.001952,0.001991
53,11,1.0,1.0,1.0,1.0,5.5e-05,0.0024,0.00247
53,11,1.0,1.0,1.0,1.0,3.3e-05,0.002365,0.002437
53,11,1.0,1.0,1.0,1.0,3.1e-05,0.002386,0.00246
54,5,1.0,1.0,1.0,1.0,0.008705,0.001548,0.001575
54,5,1.0,0.6,1.0,0.6,0.008684,0.001509,0.00156
54,5,1.0,1.0,1.0,1.0,0.008654,0.001502,0.001552
54,6,0.83,0.83,0.83,0.83,0.009962,0.001851,0.001924
54,6,0.83,0.67,0.83,0.67,0.010007,0.001836,0.00185
54,6,0.5,0.67,0.5,0.67,0.009665,0.001815,0.001864
54,7,0.86,0.86,0.86,0.86,0.007086,0.001954,0.002015
54,7,1.0,0.86,1.0,0.86,0.0072,0.001979,0.002056
54,7,0.71,0.71,0.71,0.71,0.007095,0.00197,0.002013
54,11,1.0,1.0,1.0,1.0,5.3e-05,0.002423,0.002486
54,11,1.0,1.0,1.0,1.0,3.3e-05,0.002373,0.00247
54,11,1.0,1.0,1.0,1.0,3.1e-05,0.002375,0.002447
55,5,0.2,0.8,0.2,0.8,0.008708,0.001512,0.001575
55,5,1.0,1.0,1.0,1.0,0.008678,0.001554,0.001616
55,5,0.4,0.6,0.4,0.6,0.008747,0.001521,0.001573
55,6,0.83,0.67,0.83,0.67,0.009424,0.001769,0.001859
55,6,0.33,0.67,0.33,0.67,0.009325,0.001744,0.001801
55,6,0.83,1.0,0.83,1.0,0.009272,0.001755,0.001805
55,7,1.0,1.0,1.0,1.0,0.007045,0.001965,0.002018
55,7,1.0,1.0,1.0,1.0,0.007076,0.00194,0.001993
55,7,1.0,0.57,1.0,0.57,0.007091,0.001946,0.001993
55,11,1.0,1.0,1.0,1.0,5.4e-05,0.002369,0.002438
55,11,1.0,1.0,1.0,1.0,3.3e-05,0.002396,0.002465
55,11,1.0,1.0,1.0,1.0,3.1e-05,0.002393,0.00246
56,5,1.0,1.0,1.0,1.0,0.008761,0.001541,0.001585
56,5,0.8,0.8,0.8,0.8,0.008737,0.001522,0.001572
56,5,0.2,0.6,0.2,0.6,0.008821,0.001515,0.001564
56,6,1.0,1.0,1.0,1.0,0.009367,0.001766,0.001823
56,6,0.67,1.0,0.67,1.0,0.009466,0.001741,0.001806
56,6,0.67,0.83,0.67,0.83,0.009349,0.001761,0.001797
56,7,0.86,1.0,0.86,1.0,0.007034,0.001961,0.002027
56,7,1.0,0.57,1.0,0.57,0.006999,0.001932,0.002006
56,7,1.0,0.86,1.0,0.86,0.007061,0.001944,0.002005
56,11,1.0,1.0,1.0,1.0,5.4e-05,0.002413,0.002455
56,11,1.0,1.0,1.0,1.0,3.3e-05,0.002357,0.002435
56,11,1.0,1.0,1.0,1.0,3.1e-05,0.00235,0.002423
57,5,1.0,1.0,1.0,1.0,0.008716,0.001539,0.001584
57,5,0.4,1.0,0.4,1.0,0.008871,0.001513,0.001578
57,5,0.6,0.6,0.6,0.6,0.008778,0.001516,0.001553
57,6,1.0,0.67,1.0,0.67,0.011978,0.002033,0.001992
57,6,0.67,0.83,0.67,0.83,0.009891,0.001786,0.001855
57,6,1.0,0.67,1.0,0.67,0.009284,0.001722,0.00177
57,7,0.71,0.71,0.71,0.71,0.00702,0.002025,0.002035
57,7,1.0,0.86,1.0,0.86,0.006993,0.001924,0.001994
57,7,0.71,0.71,0.71,0.71,0.006981,0.001916,0.001975
57,11,1.0,1.0,1.0,1.0,5.4e-05,0.002406,0.002468
57,11,1.0,1.0,1.0,1.0,3.2e-05,0.002379,0.002454
57,11,1.0,1.0,1.0,1.0,3.1e-05,0.002372,0.002441
58,5,0.8,0.8,0.8,0.8,0.008701,0.001519,0.001567
58,5,1.0,0.6,1.0,0.6,0.008658,0.00151,0.001561
58,5,1.0,0.8,1.0,0.8,0.00865,0.00151,0.001561
58,6,0.83,1.0,0.83,1.0,0.009502,0.001769,0.002056
58,6,0.5,0.67,0.5,0.67,0.009495,0.001769,0.001808
58,6,0.67,0.67,0.67,0.67,0.00932,0.00174,0.00181
58,7,1.0,1.0,1.0,1.0,0.007056,0.001967,0.001993
58,7,0.71,1.0,0.71,1.0,0.00704,0.001929,0.001987
58,7,0.86,0.86,0.86,0.86,0.007046,0.002001,0.002014
58,11,1.0,1.0,1.0,1.0,5.5e-05,0.002387,0.002473
58,11,1.0,1.0,1.0,1.0,3.4e-05,0.002399,0.002448
58,11,1.0,1.0,1.0,1.0,3.2e-05,0.002377,0.002465
59,5,0.2,0.4,0.2,0.4,0.008699,0.001532,0.001564
59,5,1.0,1.0,1.0,1.0,0.008788,0.00152,0.001578
59,5,1.0,0.6,1.0,0.6,0.008808,0.001546,0.001582
59,6,1.0,1.0,1.0,1.0,0.009285,0.001745,0.001812
59,6,0.67,1.0,0.67,1.0,0.009295,0.001719,0.00178
59,6,0.83,1.0,0.83,1.0,0.009232,0.001719,0.001774
59,7,0.71,0.86,0.71,0.86,0.007109,0.001968,0.001996
59,7,0.71,0.86,0.71,0.86,0.007061,0.001953,0.002008
59,7,1.0,0.71,1.0,0.71,0.007054,0.001947,0.001982
59,11,1.0,1.0,1.0,1.0,5.2e-05,0.002421,0.002485
59,11,1.0,1.0,1.0,1.0,3.3e-05,0.002385,0.00246
59,11,1.0,1.0,1.0,1.0,3.1e-05,0.002369,0.002459
60,5,1.0,0.8,1.0,0.8,0.008732,0.001531,0.001563
60,5,0.6,0.4,0.6,0.4,0.008726,0.001495,0.001556
60,5,1.0,0.8,1.0,0.8,0.008659,0.00152,0.001559
60,6,0.67,0.67,0.67,0.67,0.009278,0.001746,0.00182
60,6,0.83,0.67,0.83,0.67,0.00926,0.001786,0.001792
60,6,0.67,0.83,0.67,0.83,0.0093,0.001727,0.001789
60,7,0.71,1.0,0.71,1.0,0.007032,0.001961,0.001996
60,7,1.0,1.0,1.0,1.0,0.007096,0.001955,0.002007
60,7,0.86,0.86,0.86,0.86,0.006988,0.001923,0.001977
60,11,1.0,1.0,1.0,1.0,5.2e-05,0.002384,0.002447
60,11,1.0,1.0,1.0,1.0,3.2e-05,0.002376,0.002446
60,11,1.0,1.0,1.0,1.0,3e-05,0.002371,0.002439
61,5,0.6,0.2,0.6,0.2,0.008705,0.001514,0.001561
61,5,1.0,0.8,1.0,0.8,0.008683,0.001511,0.001559
61,5,0.6,0.4,0.6,0.4,0.008652,0.001512,0.001558
61,6,0.5,0.67,0.5,0.67,0.009421,0.001774,0.001836
61,6,0.33,0.83,0.33,0.83,0.009363,0.00178,0.001814
61,6,0.5,0.5,0.5,0.5,0.009287,0.001745,0.001815
61,7,0.71,1.0,0.71,1.0,0.007059,0.001948,0.002003
61,7,1.0,1.0,1.0,1.0,0.00701,0.001937,0.002001
61,7,1.0,1.0,1.0,1.0,0.007,0.001937,0.002008
61,11,1.0,1.0,1.0,1.0,5.3e-05,0.002378,0.002441
61,11,1.0,1.0,1.0,1.0,3.2e-05,0.002365,0.002461
61,11,1.0,1.0,1.0,1.0,3.2e-05,0.00237,0.002438
62,5,0.8,1.0,0.8,1.0,0.008677,0.001514,0.001568
62,5,0.8,0.8,0.8,0.8,0.008674,0.001502,0.001548
62,5,1.0,0.4,1.0,0.4,0.00867,0.001511,0.001559
62,6,1.0,0.67,1.0,0.67,0.009454,0.001736,0.001792
62,6,0.83,0.5,0.83,0.5,0.009195,0.00172,0.00177
62,6,0.83,0.5,0.83,0.5,0.009189,0.001721,0.001773
62,7,0.86,0.71,0.86,0.71,0.00705,0.001952,0.001995
62,7,0.71,1.0,0.71,1.0,0.006984,0.001928,0.00198
62,7,0.43,0.71,0.43,0.71,0.00698,0.001922,0.00198
62,11,1.0,1.0,1.0,1.0,5.4e-05,0.002396,0.00246
62,11,1.0,1.0,1.0,1.0,3.3e-05,0.002372,0.002446
62,11,1.0,1.0,1.0,1.0,3.1e-05,0.00237,0.002441
63,5,1.0,1.0,1.0,1.0,0.008722,0.001519,0.001559
63,5,0.8,0.6,0.8,0.6,0.00869,0.001519,0.001559
63,5,1.0,1.0,1.0,1.0,0.008632,0.001493,0.001541
63,6,0.67,1.0,0.67,1.0,0.009278,0.001743,0.001788
63,6,0.83,0.83,0.83,0.83,0.009238,0.001734,0.001828
63,6,0.83,0.67,0.83,0.67,0.009229,0.00173,0.001784
63,7,0.86,1.0,0.86,1.0,0.007075,0.001954,0.002003
63,7,0.86,0.71,0.86,0.71,0.007022,0.001939,0.001992
63,7,0.57,0.71,0.57,0.71,0.00702,0.001932,0.001994
63,11,1.0,1.0,1.0,1.0,5.3e-05,0.002389,0.002457
63,11,1.0,1.0,1.0,1.0,3.2e-05,0.002379,0.00245
63,11,1.0,1.0,1.0,1.0,3.1e-05,0.002377,0.002444
64,5,0.2,0.0,0.2,0.0,0.008678,0.001517,0.001559
64,5,1.0,0.8,1.0,0.8,0.008649,0.001499,0.001549
64,5,1.0,0.8,1.0,0.8,0.008655,0.001498,0.001545
64,6,0.67,0.83,0.67,0.83,0.009317,0.00173,0.001782
64,6,0.83,0.67,0.83,0.67,0.009196,0.001723,0.001781
64,6,0.83,0.67,0.83,0.67,0.009187,0.001723,0.001774
64,7,0.57,0.86,0.57,0.86,0.00709,0.001976,0.002035
64,7,0.71,1.0,0.71,1.0,0.007241,0.002095,0.002101
64,7,0.71,0.57,0.71,0.57,0.007414,0.002087,0.002077
64,11,1.0,1.0,1.0,1.0,6e-05,0.002496,0.002735
64,11,1.0,1.0,1.0,1.0,4.5e-05,0.003603,0.002591
